架次编号,时刻（s）,阶段,状态,链路裕量（dB）
T14,7406.292,descent,直连,33.516
T14,7407.292,descent,直连,33.582
T14,7408.292,descent,直连,33.648
T14,7409.292,descent,直连,33.715
T14,7410.291,descent,直连,33.783
T14,7411.291,descent,直连,33.851
T14,7412.291,descent,直连,33.92
T14,7413.291,descent,直连,33.989
T14,7414.291,descent,直连,34.059
T14,7415.29,descent,直连,34.129
T14,7416.29,descent,直连,34.2
T14,7417.29,descent,直连,34.271
T14,7418.29,descent,直连,34.343
T14,7419.29,descent,直连,34.416
T14,7420.289,descent,直连,34.489
T14,7421.289,descent,直连,34.563
T14,7422.289,descent,直连,34.638
T14,7423.289,descent,直连,34.713
T14,7424.289,descent,直连,34.789
T14,7425.289,descent,直连,34.865
T14,7426.288,descent,直连,34.943
T14,7427.288,descent,直连,35.021
T14,7428.288,descent,直连,35.099
T14,7429.288,descent,直连,35.179
T14,7430.288,descent,直连,35.259
T14,7431.287,descent,直连,35.339
T14,7432.287,descent,直连,35.421
T14,7433.287,descent,直连,35.503
T14,7434.287,descent,直连,35.586
T14,7435.287,descent,直连,35.67
T14,7436.286,descent,直连,35.755
T14,7437.286,descent,直连,35.841
T14,7438.286,descent,直连,35.927
T14,7439.286,descent,直连,36.014
T14,7440.286,descent,直连,36.103
T14,7441.285,descent,直连,36.192
T14,7442.285,descent,直连,36.282
T14,7443.285,descent,直连,36.373
T14,7444.285,descent,直连,36.465
T14,7445.285,descent,直连,36.557
T14,7446.284,descent,直连,36.651
T14,7447.284,descent,直连,36.746
T14,7448.284,descent,直连,36.842
T14,7449.284,descent,直连,36.939
T14,7450.284,descent,直连,37.037
T14,7451.283,descent,直连,37.137
T14,7452.283,descent,直连,37.237
T14,7453.283,descent,直连,37.339
T14,7454.283,descent,直连,37.442
T14,7455.283,descent,直连,37.546
T14,7456.282,descent,直连,37.651
T14,7457.282,descent,直连,37.757
T14,7458.282,descent,直连,37.865
T14,7459.282,descent,直连,37.975
T14,7460.282,descent,直连,38.085
T14,7461.281,descent,直连,38.197
T14,7462.281,descent,直连,38.311
T14,7463.281,descent,直连,38.426
T14,7464.281,descent,直连,38.542
T14,7465.281,descent,直连,38.661
T14,7466.28,descent,直连,38.78
T14,7467.28,descent,直连,38.902
T14,7468.28,descent,直连,39.025
T14,7469.28,descent,直连,39.15
T14,7470.28,descent,直连,39.277
T14,7471.279,descent,直连,39.406
T14,7472.279,descent,直连,39.536
T14,7473.279,descent,直连,39.669
T14,7474.279,descent,直连,39.804
T14,7475.279,descent,直连,39.94
T14,7476.278,descent,直连,40.079
T14,7477.278,descent,直连,40.221
T14,7478.278,descent,直连,40.364
T14,7479.278,descent,直连,40.51
T14,7480.278,descent,直连,40.659
T14,7481.277,descent,直连,40.81
T14,7482.277,descent,直连,40.963
T14,7483.277,descent,直连,41.12
T14,7484.277,descent,直连,41.279
T14,7485.277,descent,直连,41.442
T14,7486.276,descent,直连,41.607
T14,7487.276,descent,直连,41.776
T14,7488.276,descent,直连,41.948
T14,7489.276,descent,直连,42.123
T14,7490.276,descent,直连,42.302
T14,7491.275,descent,直连,42.485
T14,7492.275,descent,直连,42.672
T14,7493.275,descent,直连,42.863
T14,7494.275,descent,直连,43.058
T14,7495.275,descent,直连,43.258
T14,7496.275,descent,直连,43.462
T14,7497.274,descent,直连,43.672
T14,7498.274,descent,直连,43.886
T14,7499.274,descent,直连,44.106
T14,7500.274,descent,直连,44.332
T14,7501.274,descent,直连,44.563
T14,7502.273,descent,直连,44.801
T14,7503.273,descent,直连,45.046
T14,7504.273,descent,直连,45.298
T14,7505.273,descent,直连,45.557
T14,7506.273,descent,直连,45.824
T14,7507.272,descent,直连,46.1
T14,7508.272,descent,直连,46.385
T14,7509.272,descent,直连,46.68
T14,7510.272,descent,直连,46.984
T14,7511.272,descent,直连,47.3
T14,7512.271,descent,直连,47.628
T14,7513.271,descent,直连,47.969
T14,7514.271,descent,直连,48.323
T14,7515.271,descent,直连,48.693
T14,7516.271,descent,直连,49.079
T14,7517.27,descent,直连,49.483
T14,7518.27,descent,直连,49.907
T14,7519.27,descent,直连,50.353
T14,7520.27,descent,直连,50.822
T14,7521.27,descent,直连,51.319
T14,7522.269,descent,直连,51.846
T14,7523.269,descent,直连,52.406
T14,7524.269,descent,直连,53.006
T14,7525.269,descent,直连,53.649
T14,7526.269,descent,直连,54.345
T14,7527.268,descent,直连,55.101
T14,7528.268,descent,直连,55.929
T14,7529.268,descent,直连,56.844
T14,7530.268,descent,直连,57.867
T14,7531.268,descent,直连,59.027
T14,7532.267,descent,直连,60.367
T14,7533.267,descent,直连,61.951
T14,7534.267,descent,直连,63.89
T14,7535.267,descent,直连,66.39
T14,7536.267,descent,直连,69.915
T14,7537.266,descent,直连,75.944
T14,7538.266,descent,直连,130.022
T14,7539.266,descent,直连,75.91
T14,7540.266,descent,直连,69.898
T14,7541.266,descent,直连,66.379
T14,7542.265,descent,直连,63.881
T14,7543.265,descent,直连,61.944
T14,7544.265,descent,直连,60.361
T14,7545.265,descent,直连,59.022
T14,7546.265,descent,直连,57.863
T14,7547.264,descent,直连,56.84
T14,7548.264,descent,直连,45.925
T15,4009.1,climb,直连,45.925
T15,4010.094,climb,直连,57.077
T15,4011.087,climb,直连,58.406
T15,4012.081,climb,直连,59.975
T15,4013.075,climb,直连,61.892
T15,4014.069,climb,直连,64.355
T15,4015.062,climb,直连,67.805
T15,4016.056,climb,直连,73.615
T15,4017.05,climb,直连,100.007
T15,4018.044,climb,直连,74.49
T15,4019.037,climb,直连,68.242
T15,4020.031,climb,直连,64.646
T15,4021.025,climb,直连,62.11
T15,4022.019,climb,直连,60.15
T15,4023.012,climb,直连,58.552
T15,4024.006,climb,直连,57.202
T15,4025.0,climb,直连,56.034
T15,4025.994,climb,直连,55.005
T15,4026.987,climb,直连,54.085
T15,4027.981,climb,直连,53.253
T15,4028.975,climb,直连,52.494
T15,4029.969,climb,直连,51.796
T15,4030.962,climb,直连,51.15
T15,4031.956,climb,直连,50.549
T15,4032.95,climb,直连,49.986
T15,4033.944,climb,直连,49.458
T15,4034.937,climb,直连,48.96
T15,4035.931,climb,直连,48.489
T15,4036.925,climb,直连,48.043
T15,4037.919,climb,直连,47.618
T15,4038.912,climb,直连,47.213
T15,4039.906,climb,直连,46.826
T15,4040.9,climb,直连,46.455
T15,4041.894,climb,直连,46.1
T15,4042.887,climb,直连,45.759
T15,4043.881,climb,直连,45.43
T15,4044.875,climb,直连,45.114
T15,4045.869,climb,直连,44.809
T15,4046.862,climb,直连,44.514
T15,4047.856,climb,直连,44.228
T15,4048.85,climb,直连,43.952
T15,4049.844,climb,直连,43.684
T15,4050.837,climb,直连,43.425
T15,4051.831,climb,直连,43.173
T15,4052.825,climb,直连,42.928
T15,4053.819,climb,直连,42.689
T15,4054.812,climb,直连,42.457
T15,4055.806,climb,直连,42.231
T15,4056.8,climb,直连,42.011
T15,4057.794,climb,直连,41.796
T15,4058.787,climb,直连,41.587
T15,4059.781,climb,直连,41.382
T15,4060.775,climb,直连,41.182
T15,4061.769,climb,直连,40.987
T15,4062.762,climb,直连,40.796
T15,4063.756,climb,直连,40.609
T15,4064.75,climb,直连,40.426
T15,4065.744,climb,直连,40.246
T15,4066.737,climb,直连,40.071
T15,4067.731,climb,直连,39.899
T15,4068.725,climb,直连,39.73
T15,4069.719,climb,直连,39.564
T15,4070.712,climb,直连,39.402
T15,4071.706,climb,直连,39.242
T15,4072.7,climb,直连,39.085
T15,4073.694,climb,直连,38.932
T15,4074.687,climb,直连,38.78
T15,4075.681,climb,直连,38.632
T15,4076.675,climb,直连,38.486
T15,4077.669,climb,直连,38.342
T15,4078.662,climb,直连,38.201
T15,4079.656,climb,直连,38.062
T15,4080.65,climb,直连,37.925
T15,4081.644,climb,直连,37.79
T15,4082.637,climb,直连,37.657
T15,4083.631,climb,直连,37.526
T15,4084.625,climb,直连,37.398
T15,4085.619,climb,直连,37.271
T15,4086.612,climb,直连,37.146
T15,4087.606,climb,直连,37.022
T15,4088.6,climb,直连,36.901
T15,4089.594,climb,直连,36.781
T15,4090.587,climb,直连,36.663
T15,4091.581,climb,直连,36.546
T15,4092.575,climb,直连,36.431
T15,4093.569,climb,直连,36.317
T15,4094.562,climb,直连,36.205
T15,4095.556,climb,直连,36.094
T15,4096.55,climb,直连,35.985
T15,4097.544,climb,直连,35.877
T15,4098.537,climb,直连,35.77
T15,4099.531,climb,直连,35.665
T15,4100.525,climb,直连,35.561
T15,4101.519,climb,直连,35.458
T15,4102.512,climb,直连,35.357
T15,4103.506,climb,直连,35.256
T15,4104.5,climb,直连,35.157
T15,4105.494,climb,直连,35.059
T15,4106.487,climb,直连,34.961
T15,4107.481,climb,直连,34.865
T15,4108.475,climb,直连,34.77
T15,4109.469,climb,直连,34.676
T15,4110.462,climb,直连,34.584
T15,4111.456,climb,直连,34.492
T15,4112.45,climb,直连,34.401
T15,4113.444,climb,直连,34.311
T15,4114.437,climb,直连,34.221
T15,4115.431,climb,直连,34.133
T15,4116.425,climb,直连,34.046
T15,4117.419,climb,直连,33.959
T15,4117.419,cruise,直连,33.959
T15,4118.417,cruise,直连,33.944
T15,4119.416,cruise,直连,33.898
T15,4120.415,cruise,直连,33.822
T15,4121.413,cruise,直连,33.718
T15,4122.412,cruise,直连,33.588
T15,4123.411,cruise,直连,33.435
T15,4124.409,cruise,直连,33.26
T15,4125.408,cruise,直连,33.066
T15,4126.407,cruise,直连,32.857
T15,4127.405,cruise,直连,32.634
T15,4128.404,cruise,直连,32.401
T15,4129.403,cruise,直连,32.159
T15,4130.401,cruise,直连,31.91
T15,4131.4,cruise,直连,31.657
T15,4132.399,cruise,直连,31.4
T15,4133.397,cruise,直连,31.141
T15,4134.396,cruise,直连,30.882
T15,4135.395,cruise,直连,30.623
T15,4136.393,cruise,直连,30.365
T15,4137.392,cruise,直连,30.109
T15,4138.391,cruise,直连,29.854
T15,4139.389,cruise,直连,29.603
T15,4140.388,cruise,直连,29.354
T15,4141.387,cruise,直连,29.109
T15,4142.385,cruise,直连,28.868
T15,4143.384,cruise,直连,28.63
T15,4144.383,cruise,直连,28.395
T15,4145.381,cruise,直连,28.165
T15,4146.38,cruise,直连,27.938
T15,4147.379,cruise,直连,27.716
T15,4148.377,cruise,直连,27.497
T15,4149.376,cruise,直连,27.282
T15,4150.375,cruise,直连,27.071
T15,4151.373,cruise,直连,26.863
T15,4152.372,cruise,直连,26.659
T15,4153.371,cruise,直连,26.459
T15,4154.369,cruise,直连,26.263
T15,4155.368,cruise,直连,26.069
T15,4156.367,cruise,直连,25.88
T15,4157.365,cruise,直连,25.693
T15,4158.364,cruise,直连,25.51
T15,4159.363,cruise,直连,25.33
T15,4160.361,cruise,直连,25.153
T15,4161.36,cruise,直连,24.979
T15,4162.359,cruise,直连,24.808
T15,4163.357,cruise,直连,24.64
T15,4164.356,cruise,直连,24.475
T15,4165.355,cruise,直连,24.312
T15,4166.353,cruise,直连,24.152
T15,4167.352,cruise,直连,23.995
T15,4168.351,cruise,直连,23.84
T15,4169.349,cruise,直连,23.687
T15,4170.348,cruise,直连,23.537
T15,4171.347,cruise,直连,23.389
T15,4172.345,cruise,直连,23.243
T15,4173.344,cruise,直连,23.1
T15,4174.343,cruise,直连,22.959
T15,4175.341,cruise,直连,22.819
T15,4176.34,cruise,直连,22.682
T15,4177.339,cruise,直连,22.547
T15,4178.337,cruise,直连,22.414
T15,4179.336,cruise,直连,22.282
T15,4180.335,cruise,直连,22.152
T15,4181.333,cruise,直连,22.024
T15,4182.332,cruise,直连,21.898
T15,4183.331,cruise,直连,21.774
T15,4184.329,cruise,直连,21.651
T15,4185.328,cruise,直连,21.53
T15,4186.327,cruise,直连,21.41
T15,4187.325,cruise,直连,21.292
T15,4188.324,cruise,直连,21.175
T15,4189.323,cruise,直连,21.06
T15,4190.321,cruise,直连,20.946
T15,4191.32,cruise,直连,20.834
T15,4192.319,cruise,直连,20.723
T15,4193.317,cruise,直连,20.613
T15,4194.316,cruise,直连,20.505
T15,4195.315,cruise,直连,20.398
T15,4196.313,cruise,直连,20.292
T15,4197.312,cruise,直连,20.188
T15,4198.311,cruise,直连,20.084
T15,4199.309,cruise,直连,19.982
T15,4200.308,cruise,直连,19.881
T15,4201.307,cruise,直连,19.781
T15,4202.305,cruise,直连,19.682
T15,4203.304,cruise,直连,19.584
T15,4204.303,cruise,直连,19.487
T15,4205.301,cruise,直连,19.391
T15,4206.3,cruise,直连,19.297
T15,4207.299,cruise,直连,19.203
T15,4208.297,cruise,直连,19.11
T15,4209.296,cruise,直连,19.018
T15,4210.295,cruise,直连,18.927
T15,4211.293,cruise,直连,18.837
T15,4212.292,cruise,直连,18.748
T15,4213.291,cruise,直连,18.66
T15,4214.289,cruise,直连,18.573
T15,4215.288,cruise,直连,18.486
T15,4216.287,cruise,直连,18.4
T15,4217.285,cruise,直连,18.315
T15,4218.284,cruise,直连,18.231
T15,4219.283,cruise,直连,18.148
T15,4220.281,cruise,直连,18.066
T15,4221.28,cruise,直连,17.984
T15,4222.279,cruise,直连,17.903
T15,4223.277,cruise,直连,17.822
T15,4224.276,cruise,直连,17.743
T15,4225.275,cruise,直连,17.664
T15,4226.273,cruise,直连,17.586
T15,4227.272,cruise,直连,17.508
T15,4228.271,cruise,直连,17.431
T15,4229.269,cruise,直连,17.355
T15,4230.268,cruise,直连,17.28
T15,4231.267,cruise,直连,17.205
T15,4232.265,cruise,直连,17.131
T15,4233.264,cruise,直连,17.057
T15,4234.263,cruise,直连,16.984
T15,4235.261,cruise,直连,16.911
T15,4236.26,cruise,直连,16.839
T15,4237.259,cruise,直连,16.768
T15,4238.257,cruise,直连,16.697
T15,4239.256,cruise,直连,16.627
T15,4240.255,cruise,直连,16.558
T15,4241.253,cruise,直连,16.489
T15,4242.252,cruise,直连,16.42
T15,4243.251,cruise,直连,16.352
T15,4244.249,cruise,直连,16.285
T15,4245.248,cruise,直连,16.218
T15,4246.247,cruise,直连,16.151
T15,4247.245,cruise,直连,16.085
T15,4248.244,cruise,直连,16.02
T15,4249.243,cruise,直连,15.955
T15,4250.241,cruise,直连,15.89
T15,4251.24,cruise,直连,15.826
T15,4252.239,cruise,直连,15.763
T15,4253.237,cruise,直连,15.699
T15,4254.236,cruise,直连,15.637
T15,4255.235,cruise,直连,15.575
T15,4256.233,cruise,直连,15.513
T15,4257.232,cruise,直连,15.451
T15,4258.231,cruise,直连,15.39
T15,4259.229,cruise,直连,15.33
T15,4260.228,cruise,直连,15.27
T15,4261.227,cruise,直连,15.21
T15,4262.225,cruise,直连,15.151
T15,4263.224,cruise,直连,15.092
T15,4264.223,cruise,直连,15.033
T15,4265.221,cruise,直连,14.975
T15,4266.22,cruise,直连,14.917
T15,4267.219,cruise,直连,14.86
T15,4268.217,cruise,直连,14.803
T15,4269.216,cruise,直连,14.746
T15,4270.215,cruise,直连,14.69
T15,4271.213,cruise,直连,14.634
T15,4272.212,cruise,直连,14.579
T15,4273.211,cruise,直连,14.523
T15,4274.209,cruise,直连,14.468
T15,4275.208,cruise,直连,14.414
T15,4276.207,cruise,直连,14.36
T15,4277.205,cruise,直连,14.306
T15,4278.204,cruise,直连,14.252
T15,4279.203,cruise,直连,14.199
T15,4280.201,cruise,直连,14.146
T15,4281.2,cruise,直连,14.094
T15,4282.199,cruise,直连,14.041
T15,4283.197,cruise,直连,13.989
T15,4284.196,cruise,直连,13.938
T15,4285.195,cruise,直连,13.886
T15,4286.193,cruise,直连,13.835
T15,4287.192,cruise,直连,13.785
T15,4288.191,cruise,直连,13.734
T15,4289.189,cruise,直连,13.684
T15,4290.188,cruise,直连,13.634
T15,4291.187,cruise,直连,13.585
T15,4292.185,cruise,直连,13.535
T15,4293.184,cruise,直连,13.486
T15,4294.183,cruise,直连,13.437
T15,4295.181,cruise,直连,13.389
T15,4296.18,cruise,直连,13.341
T15,4297.179,cruise,直连,13.293
T15,4298.177,cruise,直连,13.245
T15,4299.176,cruise,直连,13.198
T15,4300.175,cruise,直连,13.15
T15,4301.173,cruise,直连,13.103
T15,4302.172,cruise,直连,13.057
T15,4303.171,cruise,直连,13.01
T15,4304.169,cruise,直连,12.964
T15,4305.168,cruise,直连,12.918
T15,4306.167,cruise,直连,12.872
T15,4307.165,cruise,直连,12.827
T15,4308.164,cruise,直连,12.782
T15,4309.163,cruise,直连,12.737
T15,4310.161,cruise,直连,12.692
T15,4311.16,cruise,直连,12.647
T15,4312.159,cruise,直连,12.603
T15,4313.157,cruise,直连,12.559
T15,4314.156,cruise,直连,12.515
T15,4315.155,cruise,直连,12.471
T15,4316.153,cruise,直连,12.428
T15,4317.152,cruise,直连,12.385
T15,4318.151,cruise,直连,12.342
T15,4319.149,cruise,直连,12.299
T15,4320.148,cruise,直连,12.256
T15,4321.147,cruise,直连,12.214
T15,4322.145,cruise,直连,12.172
T15,4323.144,cruise,直连,12.13
T15,4324.143,cruise,直连,12.088
T15,4325.141,cruise,直连,12.046
T15,4326.14,cruise,直连,12.005
T15,4327.139,cruise,直连,11.964
T15,4328.137,cruise,直连,11.923
T15,4329.136,cruise,直连,11.882
T15,4330.135,cruise,直连,11.841
T15,4331.133,cruise,直连,11.801
T15,4332.132,cruise,直连,11.761
T15,4333.131,cruise,直连,11.72
T15,4334.129,cruise,直连,11.681
T15,4335.128,cruise,直连,11.641
T15,4336.127,cruise,直连,11.601
T15,4337.125,cruise,直连,11.562
T15,4338.124,cruise,直连,11.523
T15,4339.123,cruise,直连,11.484
T15,4340.121,cruise,直连,11.445
T15,4341.12,cruise,直连,11.406
T15,4342.119,cruise,直连,11.368
T15,4343.117,cruise,直连,11.33
T15,4344.116,cruise,直连,11.291
T15,4345.115,cruise,直连,11.254
T15,4346.113,cruise,直连,11.216
T15,4347.112,cruise,直连,11.178
T15,4348.111,cruise,直连,11.141
T15,4349.109,cruise,直连,11.103
T15,4350.108,cruise,直连,11.066
T15,4351.107,cruise,直连,11.029
T15,4352.105,cruise,直连,10.992
T15,4353.104,cruise,直连,10.956
T15,4354.103,cruise,直连,10.919
T15,4355.101,cruise,直连,10.883
T15,4356.1,cruise,直连,10.846
T15,4357.099,cruise,直连,10.81
T15,4358.097,cruise,直连,10.774
T15,4359.096,cruise,直连,10.739
T15,4360.095,cruise,直连,10.703
T15,4361.093,cruise,直连,10.667
T15,4362.092,cruise,直连,10.632
T15,4363.091,cruise,直连,10.597
T15,4364.089,cruise,直连,10.562
T15,4365.088,cruise,直连,10.527
T15,4366.087,cruise,直连,10.492
T15,4367.085,cruise,直连,10.457
T15,4368.084,cruise,直连,10.423
T15,4369.083,cruise,直连,10.388
T15,4370.081,cruise,直连,10.354
T15,4371.08,cruise,直连,10.32
T15,4372.079,cruise,直连,10.286
T15,4373.077,cruise,直连,10.252
T15,4374.076,cruise,直连,10.218
T15,4375.075,cruise,直连,10.185
T15,4376.073,cruise,直连,10.151
T15,4377.072,cruise,直连,10.118
T15,4378.071,cruise,直连,10.085
T15,4379.069,cruise,直连,10.052
T15,4380.068,cruise,直连,10.019
T15,4381.067,cruise,直连,9.986
T15,4382.065,cruise,直连,9.953
T15,4383.064,cruise,直连,9.921
T15,4384.063,cruise,直连,9.888
T15,4385.061,cruise,直连,9.856
T15,4386.06,cruise,直连,9.824
T15,4387.059,cruise,直连,9.792
T15,4388.057,cruise,直连,9.76
T15,4389.056,cruise,直连,9.728
T15,4390.055,cruise,直连,9.696
T15,4391.053,cruise,直连,9.664
T15,4392.052,cruise,直连,9.633
T15,4393.051,cruise,直连,9.601
T15,4394.049,cruise,直连,9.57
T15,4395.048,cruise,直连,9.539
T15,4396.047,cruise,直连,9.508
T15,4397.045,cruise,直连,9.477
T15,4398.044,cruise,直连,9.446
T15,4399.043,cruise,直连,9.415
T15,4400.041,cruise,直连,9.385
T15,4401.04,cruise,直连,9.354
T15,4402.039,cruise,直连,9.324
T15,4403.037,cruise,直连,9.293
T15,4404.036,cruise,直连,9.263
T15,4405.034,cruise,直连,9.233
T15,4406.033,cruise,直连,9.203
T15,4407.032,cruise,直连,9.173
T15,4408.03,cruise,直连,9.143
T15,4409.029,cruise,直连,9.114
T15,4410.028,cruise,直连,9.084
T15,4411.026,cruise,直连,9.055
T15,4412.025,cruise,直连,9.025
T15,4413.024,cruise,直连,8.996
T15,4414.022,cruise,直连,8.967
T15,4415.021,cruise,直连,8.938
T15,4416.02,cruise,直连,8.909
T15,4417.018,cruise,直连,8.88
T15,4418.017,cruise,直连,8.851
T15,4419.016,cruise,直连,8.822
T15,4420.014,cruise,直连,8.793
T15,4421.013,cruise,直连,8.765
T15,4422.012,cruise,直连,8.736
T15,4423.01,cruise,直连,8.708
T15,4424.009,cruise,直连,8.68
T15,4425.008,cruise,直连,8.652
T15,4426.006,cruise,直连,8.624
T15,4427.005,cruise,直连,8.596
T15,4428.004,cruise,直连,8.568
T15,4429.002,cruise,直连,8.54
T15,4430.001,cruise,直连,8.512
T15,4431.0,cruise,直连,8.485
T15,4431.998,cruise,直连,8.457
T15,4432.997,cruise,直连,8.43
T15,4433.996,cruise,直连,8.402
T15,4434.994,cruise,直连,8.375
T15,4435.993,cruise,直连,8.348
T15,4436.992,cruise,直连,8.321
T15,4437.99,cruise,直连,8.294
T15,4438.989,cruise,直连,8.267
T15,4439.988,cruise,直连,8.24
T15,4440.986,cruise,直连,8.213
T15,4441.985,cruise,直连,8.186
T15,4442.984,cruise,直连,8.16
T15,4443.982,cruise,直连,8.133
T15,4444.981,cruise,直连,8.107
T15,4445.98,cruise,直连,8.08
T15,4446.978,cruise,直连,8.054
T15,4447.977,cruise,直连,8.028
T15,4448.976,cruise,直连,8.002
T15,4449.974,cruise,直连,7.976
T15,4450.973,cruise,直连,7.95
T15,4451.972,cruise,直连,7.924
T15,4452.97,cruise,直连,7.898
T15,4453.969,cruise,直连,7.872
T15,4454.968,cruise,直连,7.847
T15,4455.966,cruise,直连,7.821
T15,4456.965,cruise,直连,7.795
T15,4457.964,cruise,直连,7.77
T15,4458.962,cruise,直连,7.745
T15,4459.961,cruise,直连,7.719
T15,4460.96,cruise,直连,7.694
T15,4461.958,cruise,直连,7.669
T15,4462.957,cruise,直连,7.644
T15,4463.956,cruise,直连,7.619
T15,4464.954,cruise,直连,7.594
T15,4465.953,cruise,直连,7.569
T15,4466.952,cruise,直连,7.544
T15,4467.95,cruise,直连,7.52
T15,4468.949,cruise,直连,7.495
T15,4469.948,cruise,直连,7.47
T15,4470.946,cruise,直连,7.446
T15,4471.945,cruise,直连,7.421
T15,4472.944,cruise,直连,7.397
T15,4473.942,cruise,直连,7.373
T15,4474.941,cruise,直连,7.348
T15,4475.94,cruise,直连,7.324
T15,4476.938,cruise,直连,7.3
T15,4477.937,cruise,直连,7.276
T15,4478.936,cruise,直连,7.252
T15,4479.934,cruise,直连,7.228
T15,4480.933,cruise,直连,7.204
T15,4481.932,cruise,直连,7.181
T15,4482.93,cruise,直连,7.157
T15,4483.929,cruise,直连,7.133
T15,4484.928,cruise,直连,7.11
T15,4485.926,cruise,直连,7.086
T15,4486.925,cruise,直连,7.063
T15,4487.924,cruise,直连,7.039
T15,4488.922,cruise,直连,7.016
T15,4489.921,cruise,直连,6.993
T15,4490.92,cruise,直连,6.969
T15,4491.918,cruise,直连,6.946
T15,4492.917,cruise,直连,6.923
T15,4493.916,cruise,直连,6.9
T15,4494.914,cruise,直连,6.877
T15,4495.913,cruise,直连,6.854
T15,4496.912,cruise,直连,6.831
T15,4497.91,cruise,直连,6.809
T15,4498.909,cruise,直连,6.786
T15,4499.908,cruise,直连,6.763
T15,4500.906,cruise,直连,6.741
T15,4501.905,cruise,直连,6.718
T15,4502.904,cruise,直连,6.696
T15,4503.902,cruise,直连,6.673
T15,4504.901,cruise,直连,6.651
T15,4505.9,cruise,直连,6.629
T15,4506.898,cruise,直连,6.606
T15,4507.897,cruise,直连,6.584
T15,4508.896,cruise,直连,6.562
T15,4509.894,cruise,直连,6.54
T15,4510.893,cruise,直连,6.518
T15,4511.892,cruise,直连,6.496
T15,4512.89,cruise,中继,5.043
T15,4513.889,cruise,直连,6.452
T15,4514.888,cruise,直连,6.43
T15,4515.886,cruise,中继,4.991
T15,4516.885,cruise,中继,4.974
T15,4517.884,cruise,直连,6.365
T15,4518.882,cruise,中继,4.939
T15,4519.881,cruise,中继,4.921
T15,4520.88,cruise,中继,4.903
T15,4521.878,cruise,中继,4.885
T15,4522.877,cruise,中继,4.867
T15,4523.876,cruise,中继,4.849
T15,4524.874,cruise,中继,4.831
T15,4525.873,cruise,中继,4.813
T15,4526.872,cruise,中继,4.795
T15,4527.87,cruise,中继,4.777
T15,4528.869,cruise,中继,4.759
T15,4529.868,cruise,中继,4.74
T15,4530.866,cruise,中继,4.722
T15,4531.865,cruise,中继,4.703
T15,4532.864,cruise,中继,4.684
T15,4533.862,cruise,中继,4.666
T15,4534.861,cruise,中继,4.647
T15,4535.86,cruise,中继,4.628
T15,4536.858,cruise,中继,4.609
T15,4537.857,cruise,中继,4.59
T15,4538.856,cruise,中继,4.571
T15,4539.854,cruise,中继,4.552
T15,4540.853,cruise,中继,4.533
T15,4541.852,cruise,中继,4.514
T15,4542.85,cruise,中继,4.495
T15,4543.849,cruise,中继,4.476
T15,4544.848,cruise,中继,4.456
T15,4545.846,cruise,中继,4.437
T15,4546.845,cruise,中继,4.418
T15,4547.844,cruise,中继,4.398
T15,4548.842,cruise,中继,4.379
T15,4549.841,cruise,中继,4.359
T15,4550.84,cruise,中继,4.339
T15,4551.838,cruise,中继,4.32
T15,4552.837,cruise,中继,4.3
T15,4553.836,cruise,中继,4.28
T15,4554.834,cruise,中继,4.26
T15,4555.833,cruise,中继,4.241
T15,4556.832,cruise,中继,4.221
T15,4557.83,cruise,中继,4.201
T15,4558.829,cruise,中继,4.181
T15,4559.828,cruise,中继,4.161
T15,4560.826,cruise,中继,4.141
T15,4561.825,cruise,中继,4.121
T15,4562.824,cruise,中继,4.101
T15,4563.822,cruise,中继,4.08
T15,4564.821,cruise,中继,4.06
T15,4565.82,cruise,中继,4.04
T15,4566.818,cruise,中继,4.02
T15,4567.817,cruise,中继,4.0
T15,4568.816,cruise,中继,3.979
T15,4569.814,cruise,中继,3.959
T15,4570.813,cruise,中继,3.939
T15,4571.812,cruise,中继,3.918
T15,4572.81,cruise,中继,3.898
T15,4573.809,cruise,中继,3.877
T15,4574.808,cruise,中继,3.857
T15,4575.806,cruise,中继,3.836
T15,4576.805,cruise,中继,3.816
T15,4577.804,cruise,中继,3.795
T15,4578.802,cruise,中继,3.775
T15,4579.801,cruise,中继,3.754
T15,4580.8,cruise,中继,3.734
T15,4581.798,cruise,中继,3.713
T15,4582.797,cruise,中继,3.692
T15,4583.796,cruise,中继,3.672
T15,4584.794,cruise,中继,3.651
T15,4585.793,cruise,中继,3.63
T15,4586.792,cruise,中继,3.61
T15,4587.79,cruise,中继,3.589
T15,4588.789,cruise,中继,3.568
T15,4589.788,cruise,中继,3.548
T15,4590.786,cruise,中继,3.527
T15,4591.785,cruise,中继,3.506
T15,4592.784,cruise,中继,3.485
T15,4593.782,cruise,中继,3.465
T15,4594.781,cruise,中继,3.444
T15,4595.78,cruise,中继,3.423
T15,4596.778,cruise,中继,3.402
T15,4597.777,cruise,中继,3.381
T15,4598.776,cruise,中继,3.36
T15,4599.774,cruise,中继,3.34
T15,4600.773,cruise,中继,3.319
T15,4601.772,cruise,中继,3.298
T15,4602.77,cruise,中继,3.277
T15,4603.769,cruise,中继,3.256
T15,4604.768,cruise,中继,3.235
T15,4605.766,cruise,中继,3.214
T15,4606.765,cruise,中继,3.194
T15,4607.764,cruise,中继,3.173
T15,4608.762,cruise,中继,3.152
T15,4609.761,cruise,中继,3.131
T15,4610.76,cruise,中继,3.11
